UserId,CommentId,PostId,PostTypeId,Tag,CreationDate
4699575,88135222,19422,2,random,2018-05-28T08:46:57.437
22820,7806792,65423,null,null,2011-07-07T16:38:24.143
22820,7807171,65423,null,null,2011-07-07T17:00:06.263
8566,700704,65424,null,null,2009-05-21T15:37:03.527
258539,6900966,65434,null,null,2011-05-12T14:08:30.910
334243,21666632,65434,null,null,2013-03-11T14:25:26.340
4727,6012,65438,null,null,2008-09-15T21:02:01.400
4441547,92612588,65438,null,null,2018-10-17T06:23:00.357
13152009,108778225,65438,null,null,2020-04-29T02:05:03.903
3033876,67966862,65439,null,null,2016-11-01T08:55:24.590
8739,5659,65445,null,null,2008-09-15T18:41:24.297
5380,5660,65445,null,null,2008-09-15T18:41:36.840
94990,3542950,65445,null,null,2010-08-04T12:34:41.770
129269,9846174,65445,null,null,2011-11-07T19:11:13.747
2480620,87114594,65447,null,null,2018-04-26T17:54:47.210
null,8329789,65452,null,null,2011-08-08T11:47:10.470
2257,20575766,65452,null,null,2008-09-15T18:38:19.763
1889,20575768,65452,null,null,2008-09-15T19:45:20.447
79125,15521494,65456,null,null,2012-07-28T17:03:42.380
661933,22836202,65457,null,null,2013-04-15T09:38:38.983
5314,6127,65458,null,null,2008-09-15T21:50:18.600
194709,2730071,37090,null,null,2010-04-24T22:30:57.423
139746,2801481,37092,null,null,2010-05-04T20:03:43.383
139746,2801512,37092,null,null,2010-05-04T20:06:17.743
1915854,76718390,37092,null,null,2017-07-02T10:32:30.140
149138,93316426,37092,null,null,2018-11-08T18:59:14.290
7138899,120072706,37092,null,null,2021-06-11T07:51:00.430
7790115,133883922,37092,null,null,2023-04-01T07:29:51.340
29290,28331277,37099,null,null,2013-10-03T07:42:41.643
411022,51241944,37103,null,null,2015-07-27T08:18:37.363
1549348,49861929,37111,null,null,2015-06-18T10:03:42.543
63202,5355419,37122,null,null,2011-01-28T10:52:32.343
31671,105129,37129,null,null,2008-10-28T06:27:30.090
373345,15992949,37129,null,null,2012-08-16T17:56:40.160
1249,26007341,34502,2,null,2013-07-23T21:06:47.707
39430,1992820,34509,1,sql-server,2010-01-14T13:28:33.933
39430,1992820,34509,1,sql-server-2005,2010-01-14T13:28:33.933
39430,1992820,34509,1,sorting,2010-01-14T13:28:33.933
39430,1992820,34509,1,natural-sort,2010-01-14T13:28:33.933
1736,18024586,34509,1,sql-server,2008-08-29T16:40:02.860
1736,18024586,34509,1,sql-server-2005,2008-08-29T16:40:02.860
1736,18024586,34509,1,sorting,2008-08-29T16:40:02.860
1736,18024586,34509,1,natural-sort,2008-08-29T16:40:02.860
577765,74277972,34509,1,sql-server,2017-04-25T15:09:48.973
577765,74277972,34509,1,sql-server-2005,2017-04-25T15:09:48.973
577765,74277972,34509,1,sorting,2017-04-25T15:09:48.973
577765,74277972,34509,1,natural-sort,2017-04-25T15:09:48.973
9583906,93643893,34509,1,sql-server,2018-11-19T23:12:23.210
9583906,93643893,34509,1,sql-server-2005,2018-11-19T23:12:23.210
9583906,93643893,34509,1,sorting,2018-11-19T23:12:23.210
9583906,93643893,34509,1,natural-sort,2018-11-19T23:12:23.210
1652234,126129855,34509,1,sql-server,2022-03-04T22:02:11.660
1652234,126129855,34509,1,sql-server-2005,2022-03-04T22:02:11.660
1652234,126129855,34509,1,sorting,2022-03-04T22:02:11.660
1652234,126129855,34509,1,natural-sort,2022-03-04T22:02:11.660
2881849,47688054,34510,1,multithreading,2015-04-21T17:18:00.480
2881849,47688054,34510,1,concurrency,2015-04-21T17:18:00.480
2881849,47688054,34510,1,terminology,2015-04-21T17:18:00.480
2881849,47688054,34510,1,race-condition,2015-04-21T17:18:00.480
1363844,65179234,34510,1,multithreading,2016-08-12T05:49:28.027
1363844,65179234,34510,1,concurrency,2016-08-12T05:49:28.027
1363844,65179234,34510,1,terminology,2016-08-12T05:49:28.027
1363844,65179234,34510,1,race-condition,2016-08-12T05:49:28.027
1454261,41532296,34512,1,multithreading,2014-10-18T21:40:16.157
1454261,41532296,34512,1,concurrency,2014-10-18T21:40:16.157
1454261,41532296,34512,1,locking,2014-10-18T21:40:16.157
1454261,41532296,34512,1,deadlock,2014-10-18T21:40:16.157
143378,17238170,34513,2,null,2012-10-06T07:48:19.273
432,11068550,34514,2,ruby,2012-01-14T01:31:24.823
432,11068550,34514,2,hash,2012-01-14T01:31:24.823
432,11068550,34514,2,sha1,2012-01-14T01:31:24.823
10559,14349399,34514,2,ruby,2012-06-11T18:07:47.557
10559,14349399,34514,2,hash,2012-06-11T18:07:47.557
10559,14349399,34514,2,sha1,2012-06-11T18:07:47.557
293280,113099462,34514,2,ruby,2020-09-18T15:22:07.540
293280,113099462,34514,2,hash,2020-09-18T15:22:07.540
293280,113099462,34514,2,sha1,2020-09-18T15:22:07.540
31615,181443,34518,1,algorithm,2008-12-07T19:59:51.577
31615,181443,34518,1,language-agnostic,2008-12-07T19:59:51.577
31615,181443,34518,1,sorting,2008-12-07T19:59:51.577
31615,181443,34518,1,natural-sort,2008-12-07T19:59:51.577
14148,4285700,34518,1,algorithm,2010-10-22T21:37:40.087
14148,4285700,34518,1,language-agnostic,2010-10-22T21:37:40.087
14148,4285700,34518,1,sorting,2010-10-22T21:37:40.087
14148,4285700,34518,1,natural-sort,2010-10-22T21:37:40.087
207391,9032990,34519,1,multithreading,2011-09-19T01:02:00.817
207391,9032990,34519,1,concurrency,2011-09-19T01:02:00.817
207391,9032990,34519,1,semaphore,2011-09-19T01:02:00.817
905,26948,34520,2,multithreading,2008-09-23T14:42:39.550
905,26948,34520,2,concurrency,2008-09-23T14:42:39.550
905,26948,34520,2,locking,2008-09-23T14:42:39.550
905,26948,34520,2,deadlock,2008-09-23T14:42:39.550
205521,34935372,71027,null,null,2014-04-06T11:00:33.883
1037,85206,71036,null,null,2008-10-18T04:29:07.717
1643642,100482853,71043,null,null,2019-07-10T14:49:03.180
2026065,107834008,71043,null,null,2020-03-31T12:57:24.237
22114,7698627,71045,null,null,2011-06-30T15:15:21.097
224704,11238413,71045,null,null,2012-01-23T12:49:08.900
108584,33192979,71045,null,null,2014-02-20T17:50:50.420
1412157,48883411,71045,null,null,2015-05-22T13:23:23.370
1495317,79606013,71045,null,null,2017-09-20T12:55:53.823
11372842,119701218,71045,null,null,2021-05-27T11:53:54.293
267,119703896,71045,null,null,2021-05-27T13:20:16.370
814297,15224048,71055,null,null,2012-07-17T09:12:53.433
4007,7158,71057,null,null,2008-09-16T10:43:12.317
407502,3803551,71057,null,null,2010-09-01T18:38:55.010
11673,7165,71060,null,null,2008-09-16T10:49:06.390
6309,98869534,71069,null,null,2019-05-13T18:44:16.477
11673,7164,71072,null,null,2008-09-16T10:48:35.687
48082,417244,71072,null,null,2009-03-03T03:54:48.777
393077,12425063,71072,null,null,2012-03-19T02:19:20.500
384005,25644481,71072,null,null,2013-07-12T14:16:43.130
130169,6618551,71074,null,null,2011-04-25T07:56:07.777
437892,97025999,71074,null,null,2019-03-13T13:19:57.530
566136,7014073,30645,null,null,2011-05-19T13:54:25.743
202834,11164801,30645,null,null,2012-01-19T09:09:23.480
202834,11172743,30645,null,null,2012-01-19T15:44:39.447
471213,12646262,30645,null,null,2012-03-28T15:30:07.903
642706,36564238,30645,null,null,2014-05-21T07:15:57.390
642706,36564587,30645,null,null,2014-05-21T07:25:02.860
1173112,42766258,30645,null,null,2014-11-25T18:20:10.797
642706,42767068,30645,null,null,2014-11-25T18:46:12.770
3317808,43423864,30645,null,null,2014-12-16T01:27:16.613
632951,44351636,30645,null,null,2015-01-16T08:42:29.397
642706,44353131,30645,null,null,2015-01-16T09:32:11.473
697388,21428719,78945,null,null,2013-03-04T16:13:15.823
1588198,32697220,78945,null,null,2014-02-07T19:49:05.763
1365319,50061569,78945,null,null,2015-06-24T04:55:30.537
1305332,62125711,78945,null,null,2016-05-18T13:58:38.217
5616722,93979548,78945,null,null,2018-11-30T11:59:25.697
968201,95995458,78945,null,null,2019-02-08T20:13:41.273
6111241,137202626,78945,null,null,2024-01-16T14:28:10.770
1353438,80037886,78947,null,null,2017-10-03T09:58:26.337
15416,1264003,78949,null,null,2009-09-14T10:19:07.407
369434,12639902,78950,null,null,2012-03-28T11:35:57.403
13368,16192,78952,null,null,2008-09-19T02:06:25.760
13709,10201,78953,null,null,2008-09-17T09:57:06.973
602585,58359646,78966,null,null,2016-02-10T20:36:49.110
287274,65122355,78966,null,null,2016-08-10T18:09:33.110
1703887,97038899,78966,null,null,2019-03-13T18:50:17.977
84206,97665891,78966,null,null,2019-04-02T14:57:18.673
4007,166451,79000,null,null,2008-11-29T15:22:34.840
190829,14611920,79000,null,null,2012-06-21T19:49:44.273
1392189,25433127,51999,null,null,2013-07-05T20:43:16.580
368896,34780329,51999,null,null,2014-04-02T09:33:49.553
51386,112753840,51999,null,null,2020-09-06T09:49:22.027
1772,902,52002,null,null,2008-09-09T14:26:03.150
1886,930,52002,null,null,2008-09-09T14:44:20.610
3474,966,52002,null,null,2008-09-09T15:19:21.087
123,2348,52002,null,null,2008-09-11T14:43:20.907
2044,8836993,52002,null,null,2011-09-07T03:54:53.810
454336,33186698,52002,null,null,2014-02-20T15:29:40.457
2257,907,52004,null,null,2008-09-09T14:29:05.343
2083160,909,52004,null,null,2008-09-09T14:31:05.523
832,913,52004,null,null,2008-09-09T14:33:03.680
2757,10065097,52004,null,null,2008-09-09T14:37:17.037
5357,1494,52006,null,null,2008-09-10T13:39:20.320
53341,575616,52006,null,null,2009-04-18T16:32:47.493
2284,914,52009,null,null,2008-09-09T14:33:03.787
2443,3505,15533,null,null,2008-09-12T15:59:37.703
35322,245559,15533,null,null,2009-01-07T19:14:55.163
35322,245565,15533,null,null,2009-01-07T19:16:57.203
35322,245621,15533,null,null,2009-01-07T19:33:22.410
15816,61709,15538,null,null,2008-10-07T12:36:32.900
42126,230023,15538,null,null,2009-01-01T13:23:55.120
47551,589377,15538,null,null,2009-04-22T19:27:32.233
24582,700644,15538,null,null,2009-05-21T15:28:13.807
162337,4349466,15538,null,null,2010-10-29T09:19:58.093
160811,10945765,15538,null,null,2012-01-08T15:19:43.893
2748628,59556415,15547,null,null,2016-03-11T21:17:08.167
2748628,91304048,15547,null,null,2018-09-05T04:05:46.330
null,6332,15590,null,null,2008-09-16T00:01:45.727
9021,6334,15590,null,null,2008-09-16T00:02:56.193
5812,20741,15621,null,null,2008-09-20T18:55:51.013
1351,8658061,15621,null,null,2008-08-25T12:20:12.390
536,495016,15627,null,null,2009-03-25T14:19:43.083
2457129,106036925,15627,null,null,2020-01-29T01:18:01.217
536,106071709,15627,null,null,2020-01-30T02:02:38.553
1168904,14965347,89859,null,null,2012-07-06T10:56:38.983
17092,12896,89883,null,null,2008-09-18T04:38:24.843
17092,12906,89883,null,null,2008-09-18T04:47:29.627
17092,12936,89883,null,null,2008-09-18T05:02:21.027
8233,13797,89883,null,null,2008-09-18T13:42:46.203
17092,17050,89883,null,null,2008-09-19T10:44:27.403
4279,167487,89909,null,null,2008-11-30T17:16:16.110
4325513,56024632,89911,null,null,2015-12-07T16:29:34.193
14637,12847,89915,null,null,2008-09-18T04:10:54.177
14648,12878,89915,null,null,2008-09-18T04:27:23.933
5628,12850,89919,null,null,2008-09-18T04:13:05.217
14648,12874,89919,null,null,2008-09-18T04:25:39.117
4279,167475,89919,null,null,2008-11-30T17:00:05.987
4279,167479,89919,null,null,2008-11-30T17:02:30.257
2448495,32878547,89919,null,null,2014-02-12T20:31:15.103
955619,100707839,89919,null,null,2019-07-18T11:13:52.067
955619,100723702,89919,null,null,2019-07-18T19:20:48.043
14648,12871,89940,null,null,2008-09-18T04:23:34.847
9493,14869,89940,null,null,2008-09-18T18:33:14.260
146698,33760568,40331,null,null,2014-03-06T18:34:49.847
1579915,51752000,40331,null,null,2015-08-10T12:39:01.583
null,28274102,40335,null,null,2013-10-01T15:22:20.397
1899556,35505137,40342,null,null,2014-04-22T04:14:23.277
9787,9479,40344,null,null,2008-09-17T03:06:24.637
2470,68335,40346,null,null,2008-10-09T19:10:45.710
320594,101849652,40354,null,null,2019-08-29T05:01:13.847
15168,131212252,40354,null,null,2022-11-04T21:00:24.973
null,604605,40355,null,null,2009-04-27T16:48:45.853
3012,1813,40358,null,null,2008-09-10T19:39:47.007
2284570,57115547,40362,null,null,2016-01-08T19:30:03.060
15354,75000,40363,null,null,2008-10-13T20:05:24.897
74865,3599238,40364,null,null,2010-08-10T19:11:08.630
1794106,98294545,40364,null,null,2019-04-23T14:50:53.283
1109215,38701816,40366,null,null,2014-07-23T12:37:56.607
1892,56042,40367,null,null,2008-10-04T03:30:41.273
14122,9606,40368,null,null,2008-09-17T04:08:36.797
14122,87172,40392,null,null,2008-10-20T03:20:26.000
3275,103888,40392,null,null,2008-10-27T17:20:34.560
544721,11545695,40398,null,null,2012-02-07T13:58:05.260
280392,6555384,40420,null,null,2011-04-20T13:51:19.173
1030010,74215056,43044,null,null,2017-04-24T08:12:09.867
1781104,77489027,43044,null,null,2016-08-23T08:06:15.420
35338,77489042,43044,null,null,2011-02-15T20:35:29.907
677409,97840371,43044,null,null,2019-04-08T09:58:03.717
104380,98375660,43044,null,null,2019-04-25T20:30:52.900
387989,6323035,43053,null,null,2011-04-05T23:54:18.890
115,573263,43054,null,null,2009-04-17T17:32:28.387
51101,1291076,43054,null,null,2009-09-18T15:12:54.790
51101,1291109,43054,null,null,2009-09-18T15:16:52.350
120999,3369148,43054,null,null,2010-07-15T19:11:49.987
144734,6072575,43054,null,null,2011-03-21T00:24:54.307
456223,6126531,43054,null,null,2011-03-24T02:37:26.223
20646,3690566,43059,null,null,2010-08-20T02:09:15.047
47161,1289710,43072,null,null,2009-09-18T12:16:37.063
74612,2078219,43072,null,null,2010-01-26T07:45:51.460
5700,2163484,43072,null,null,2010-02-06T00:59:53.463
1968,2165593,43072,null,null,2010-02-06T13:44:39.277
8047,2412914,43072,null,null,2010-03-11T22:16:51.830
5700,2421335,43072,null,null,2010-03-12T22:44:02.243
1605,15281645,73397,null,null,2012-07-19T05:59:02.520
1041046,133990654,73397,null,null,2023-04-09T07:27:30.120
3397,7830,73400,null,null,2008-09-16T15:21:43.457
155524,1624248,73400,null,null,2009-11-16T16:38:02.983
66708,2100636,73400,null,null,2010-01-28T19:04:44.537
1220,7801,73404,null,null,2008-09-16T15:13:46.283
1786,7804,73404,null,null,2008-09-16T15:15:51.130
24231,1517727,73408,null,null,2009-10-29T23:12:08.063
7647,7833,73409,null,null,2008-09-16T15:22:49.880
4660,7839,73416,null,null,2008-09-16T15:24:14.760
87997,7672205,73422,null,null,2011-06-29T09:41:56.700
141203,8762853,73424,null,null,2011-09-02T00:28:08.567
596349,84381773,73424,null,null,2018-02-08T17:51:32.450
206730,94784666,73428,null,null,2018-12-29T21:36:13.890
206730,94795048,73428,null,null,2018-12-30T15:24:05.573
9631,7873,73430,null,null,2008-09-16T15:34:52.240
3623,8054,73430,null,null,2008-09-16T16:45:18.700
56285,600018,73431,null,null,2009-04-25T19:59:39.407
453435,43234084,76626,null,null,2014-12-10T04:43:11.637
4100,10431,76637,null,null,2008-09-17T12:10:51.457
13676,74631,76637,null,null,2008-10-13T17:27:34.357
null,56382112,76641,null,null,2015-12-16T19:13:13.287
1971013,87809794,76641,null,null,2018-05-17T17:10:17.760
7826,8616,76650,null,null,2008-09-16T20:31:10.343
1438,8695,76650,null,null,2008-09-16T20:54:20.473
15721,144977,76651,null,null,2008-11-18T14:24:08.237
5812,165267,76651,null,null,2008-11-28T15:18:17.410
7116,8627,76661,null,null,2008-09-16T20:32:57.750
9360,8625,76671,null,null,2008-09-16T20:32:30.963
13594,8707,76682,null,null,2008-09-16T20:58:17.127
9236,8752,76683,null,null,2008-09-16T21:14:37.507
4792058,118229751,76683,null,null,2021-03-31T09:06:46.390
4337,8999,76688,null,null,2008-09-16T22:34:32.043
263607,5771380,76699,null,null,2011-02-28T13:56:06.180
419450,22718762,76699,null,null,2013-04-11T08:56:06.543
3308708,70824827,76699,null,null,2017-01-24T01:01:38.167
179795,2714076,76705,null,null,2010-04-22T16:26:11.933
75500,14195326,76711,null,null,2012-06-05T00:58:41.737
578,8652,76716,null,null,2008-09-16T20:39:02.727
8047,2406789,76722,null,null,2010-03-11T09:50:38.123
2355344,51011068,76722,null,null,2015-07-20T19:40:37.667
4134,16083,76724,null,null,2008-09-19T01:13:52.877
512994,63614137,76727,null,null,2016-06-29T01:56:14.217
2582,9600,76734,null,null,2008-09-17T04:05:40.080
73070,5114811,76734,null,null,2011-01-10T10:53:58.593
6817437,134247598,76734,null,null,2023-04-27T17:07:28.667
6054983,86925076,26750,null,null,2018-04-21T09:31:32.777
2530848,86929062,26750,null,null,2018-04-21T13:50:13.113
11029264,109537911,26750,null,null,2020-05-21T10:12:12.287
1025320,120518991,26750,null,null,2021-06-30T08:34:56.280
1371297,120549872,26750,null,null,2021-07-01T10:47:42.280
1546844,120770086,26750,null,null,2021-07-11T08:00:57.580
72760,123294194,26750,null,null,2021-10-28T09:59:36.233
4979159,125416784,26750,null,null,2022-02-01T17:14:39.940
1546844,125444522,26750,null,null,2022-02-02T18:11:08.473
458321,48773861,26752,null,null,2015-05-20T04:09:19.663
2557128,104791705,26752,null,null,2019-12-11T20:23:47.367
31802,1054534,26759,null,null,2009-08-04T18:20:50.283
24380,735860,26766,null,null,2009-05-29T20:22:05.297
458321,48773815,26766,null,null,2015-05-20T04:06:54.690
12048,41400,26767,null,null,2008-09-28T19:27:57.550
57611,11135553,87217,null,null,2012-01-18T00:01:52.467
1300049,41479111,87217,null,null,2014-10-17T00:01:19.447
16082,18070,87221,null,null,2008-09-19T16:26:57.493
13279,18087,87221,null,null,2008-09-19T16:31:27.327
16752,16350086,87222,null,null,2008-09-17T20:27:07.457
7116,11846,87227,null,null,2008-09-17T20:25:54.543
2679,12849,87228,null,null,2008-09-18T04:12:28.477
6770,11853,87229,null,null,2008-09-17T20:27:36.020
10034,13646,87233,null,null,2008-09-18T12:34:33.607
1683846,24654659,87233,null,null,2013-06-11T19:20:25.163
17862,460730,87260,null,null,2009-03-15T06:45:53.257
108238,5035954,87260,null,null,2011-01-03T15:17:56.830
492203,5122706,87260,null,null,2011-01-10T21:46:02.303
18936,5124516,87260,null,null,2011-01-11T00:53:30.433
3092116,5401708,87260,null,null,2011-02-01T10:13:51.333
18936,5463046,87260,null,null,2011-02-05T11:38:32.687
854672,18502561,87260,null,null,2012-11-22T16:04:06.380
512251,14006153,68320,null,null,2012-05-27T06:20:18.620
21640,25851039,68320,null,null,2013-07-18T20:25:55.353
452102,31423300,68320,null,null,2014-01-04T22:55:19.720
384700,45868383,68320,null,null,2015-03-01T17:58:06.530
3585768,80737513,68320,null,null,2017-10-23T17:30:33.283
10897,323775,68324,null,null,2009-02-03T23:51:48.987
10661,323930,68324,null,null,2009-02-04T01:07:38.383
1753349,49411972,68324,null,null,2015-06-05T20:17:09.150
1753349,51296965,68324,null,null,2015-07-28T13:23:02.737
2431997,51302304,68324,null,null,2015-07-28T15:09:17.320
2705845,64635895,68324,null,null,2016-07-28T00:32:47.320
2705845,64637453,68324,null,null,2016-07-28T02:50:41.977
606679,41249846,54281,null,null,2014-10-09T23:00:02.397
2469,1560,54292,null,null,2008-09-10T15:11:30.957
4048,1564,54297,null,null,2008-09-10T15:13:42.980
1471,1563,54299,null,null,2008-09-10T15:13:41.217
4410,1569,54299,null,null,2008-09-10T15:18:31.050
1772,1604,54299,null,null,2008-09-10T15:45:31.967
187954,3624262,54299,null,null,2010-08-13T01:16:06.153
41981,3245845,54300,null,null,2010-07-01T10:43:24.263
2147,4653066,54300,null,null,2010-11-26T21:53:08.430
41981,4653310,54300,null,null,2010-11-26T22:28:12.383
2147,4653648,54300,null,null,2010-11-26T23:23:59.183
2961,1557,54303,null,null,2008-09-10T15:05:09.083
2595,9642119,54306,null,null,2008-09-10T15:10:36.543
303,9642120,54306,null,null,2008-09-10T15:54:08.017
1344,1558,54312,null,null,2008-09-10T15:05:49.893
115,1562,54312,null,null,2008-09-10T15:12:49.363
13744,86675,54312,null,null,2008-10-19T19:13:44.767
1993396,96279050,54316,null,null,2019-02-18T13:38:31.927
20893,80426,54318,null,null,2008-10-16T04:17:17.620
1341,124852,54318,null,null,2008-11-06T22:48:16.107
null,4027762,54322,null,null,2010-09-26T19:31:34.330
137,28463,54324,null,null,2008-09-23T21:40:13.137
2506,31992,54324,null,null,2008-09-24T23:08:17.237
1908,1567,54326,null,null,2008-09-10T15:16:27.357
8985,234085,54326,null,null,2009-01-03T14:09:28.293
372,5060,62950,null,null,2008-09-15T13:57:35.257
672,5874,62950,null,null,2008-09-15T20:00:29.957
2875848,92869214,62964,null,null,2018-10-25T04:53:28.660
7355,92924581,62964,null,null,2018-10-26T14:10:45.627
6082851,122292852,62972,null,null,2021-09-15T11:11:45.250
5577,5428,62973,null,null,2008-09-15T16:57:33.780
13,6216,62973,null,null,2008-09-15T23:02:14.717
23233,70521,62985,null,null,2008-10-10T15:43:03.573
210462,13240684,62986,null,null,2012-04-24T01:43:57.140
1199623,5122,62994,null,null,2008-09-15T14:31:23.540
914,7397,62994,null,null,2008-09-16T13:13:30.847
35,19546906,62999,null,null,2008-09-15T13:47:24.690
null,19553196,62999,null,null,2010-01-06T23:25:08.370
82565,19553204,62999,null,null,2009-06-26T13:42:49.740
null,19553207,62999,null,null,2011-08-22T13:34:44.280
6777,11522487,63006,null,null,2012-02-06T14:34:49.560
6899,6179,63007,null,null,2008-09-15T22:29:33.780
471272,8403776,63007,null,null,2011-08-11T21:56:42.617
611007,35278792,63007,null,null,2014-04-15T12:05:34.053
303690,59939366,63010,null,null,2016-03-22T09:56:43.937
1351464,70466069,63010,null,null,2017-01-13T11:10:27.660
3153,4225,60835,null,null,2008-09-13T20:33:13.327
123,4226,60835,null,null,2008-09-13T20:38:05.530
363751,51232202,60835,null,null,2015-07-26T22:58:23.867
224132,92067913,60835,null,null,2018-09-29T04:03:06.287
3924118,44146463,60848,null,null,2015-01-10T01:52:42.830
3808882,94858856,60848,null,null,2019-01-02T18:04:13.707
3973,4246,60852,null,null,2008-09-13T21:56:24.610
3153,4231,60864,null,null,2008-09-13T21:02:58.060
2961,4353,60864,null,null,2008-09-14T09:27:38.567
null,997669,60864,null,null,2009-07-24T11:03:23.020
800817,24125841,60875,null,null,2013-05-25T12:15:00.220
95967,27083981,60875,null,null,2013-08-25T21:19:18.113
2443,4237,60878,null,null,2008-09-13T21:16:57.107
5469,4267,60878,null,null,2008-09-14T00:09:34.103
616438,26551155,60890,null,null,2013-08-08T16:34:52.807
1337,26564286,60890,null,null,2013-08-09T00:31:02.337
966097,37718971,60890,null,null,2014-06-24T13:18:01.007
1553,4286,60891,null,null,2008-09-14T02:28:40.353
1690,4269,60892,null,null,2008-09-14T00:43:46.390
5536,4506,60897,null,null,2008-09-14T18:15:03.260
1157037,79283752,84300,null,null,2017-09-11T17:02:06.337
2415524,88504797,84300,null,null,2018-06-07T19:15:34.610
1175,17014276,84303,null,null,2008-09-17T15:18:31.350
16163,11011,84304,null,null,2008-09-17T15:34:45.257
773,11108,84304,null,null,2008-09-17T16:10:08.497
12663,936137,84307,null,null,2009-07-13T14:34:08.483
5175,3199368,84307,null,null,2010-06-25T10:48:00.587
6899,10944,84315,null,null,2008-09-17T15:17:45.877
1461312,21300235,84315,null,null,2013-02-28T10:27:22.500
6899,21338068,84315,null,null,2013-03-01T09:30:52.890
286455,71200219,84317,null,null,2017-02-02T21:12:25.227
9268,71370384,84317,null,null,2017-02-07T21:13:29.117
93394,73694016,84317,null,null,2017-04-10T03:40:36.290
9268,73973267,84317,null,null,2017-04-17T20:01:53.193
233608,88363695,84317,null,null,2018-06-04T09:14:18.917
3294686,93457713,84317,null,null,2018-11-13T19:04:45.607
1430156,116272775,84317,null,null,2021-01-17T16:26:16.507
12874,11045,84332,null,null,2008-09-17T15:45:30.443
9604,908523,58818,null,null,2009-07-07T19:46:12.917
157460,1937602,58818,null,null,2010-01-06T21:02:48.370
7724,2391112,58818,null,null,2010-03-09T15:56:52.250
1733,3260,58819,null,null,2008-09-12T12:48:11.177
87302,2344117,58820,null,null,2010-03-03T02:16:39.417
1039,2349456,58820,null,null,2010-03-03T17:22:37.450
277522,8210276,58820,null,null,2011-08-01T09:44:43.603
138938,11885569,58820,null,null,2012-02-23T00:13:37.700
338101,20208549,58820,null,null,2013-01-24T10:53:38.487
2494394,39375388,58820,null,null,2014-08-12T16:43:27.730
67824,43041628,58820,null,null,2014-12-04T06:05:59.873
1584792,65986784,58820,null,null,2016-09-05T09:33:27.960
1150916,67499636,58820,null,null,2016-10-18T17:05:22.030
1229076,83255398,58820,null,null,2018-01-07T16:05:21.053
458214,88154516,58820,null,null,2018-05-28T19:28:35.883
422,3551,58830,null,null,2008-09-12T16:30:33.247
155082,1546858,58841,null,null,2009-11-04T12:33:02.150
3625298,72336976,81666,null,null,2017-03-05T01:14:16.813
14437,10263,81672,null,null,2008-09-17T10:34:09.303
117471,45739631,81672,null,null,2015-02-25T18:15:42.440
1837197,10246,81674,null,null,2008-09-17T10:26:42.173
10961,8239344,81674,null,null,2011-08-02T19:02:25.653
1766655,27204622,81674,null,null,2013-08-29T05:39:42.707
5751,13000,81675,null,null,2008-09-18T05:46:15.383
2684,10308,81678,null,null,2008-09-17T11:04:34.487
8131,11134,81688,null,null,2008-09-17T16:19:49.970
4203,11388,81688,null,null,2008-09-17T17:38:44.133
4865723,85706184,81698,null,null,2018-03-18T21:30:45.880
1040323,72781853,81711,null,null,2017-03-16T14:08:13.370
185257,74112577,81711,null,null,2017-04-20T21:06:32.303
188,74345217,81711,null,null,2017-04-27T04:22:04.257
14089,21531,81712,null,null,2008-09-21T10:41:39.397
848419,109429017,81718,null,null,2020-05-18T12:09:37.820
848419,109429102,81718,null,null,2020-05-18T12:12:02.220
298,37294,2564,null,null,2008-09-26T14:47:44.497
92239,3227647,2564,null,null,2010-06-29T14:00:00.687
10755,292301,2569,null,null,2009-01-23T22:24:49.853
76486,725184,2569,null,null,2009-05-27T18:44:18.583
1193598,3298114,2569,null,null,2010-07-08T02:07:38.317
11995,191734,2576,null,null,2008-12-11T22:30:37.120
563932,376474,2576,null,null,2009-02-19T13:28:21.897
371016,41491397,2599,null,null,2014-10-17T10:29:54.027
206466,8078674,2602,null,null,2011-07-24T00:16:26.293
10080,3162595,2620,null,null,2010-06-21T14:28:04.210
150582,35033148,2639,null,null,2014-04-08T20:02:13.807
3,2384150,2647,null,null,2010-03-08T19:44:58.873
5089204,64066778,2647,null,null,2016-07-12T10:18:27.733
632604,86349975,2647,null,null,2018-04-05T10:25:51.030
7358151,101991968,2647,null,null,2019-09-03T20:45:39.280
1255873,121501154,8480,null,null,2021-08-11T23:55:07.560
10875851,134390156,8480,null,null,2023-05-09T07:56:20.473
17035,25317,8481,null,null,2008-09-23T00:13:04.320
31671,107388,8481,null,null,2008-10-29T01:48:40.730
38426,215536,8481,null,null,2008-12-23T02:54:58.080
54491,282858,8481,null,null,2009-01-21T07:45:04.390
25949,426905,8481,null,null,2009-03-05T07:24:57.540
42048,900831,8481,null,null,2009-07-06T14:19:14.900
65285,4302670,8481,null,null,2010-10-25T11:28:55.863
1239706,77347702,8482,null,null,2017-07-19T12:18:31.510
342,77351183,8482,null,null,2017-07-19T13:25:43.447
615,520156,8483,null,null,2009-04-02T00:01:26.937
20774,627819,8484,null,null,2009-05-04T02:43:35.840
42048,900782,8484,null,null,2009-07-06T14:12:37.313
81947,1216095,5083,null,null,2009-09-04T03:29:41.313
91857,1299077,5083,null,null,2009-09-20T22:00:43.827
536,1299403,5083,null,null,2009-09-21T00:07:03.777
1796,4274800,5083,null,null,2010-10-21T23:09:21.400
177242,8852136,5083,null,null,2011-09-07T19:38:30.663
